MODIFIED IATA,MODIFIED NAME,MODIFIED CITY,MODIFIED STATE,MODIFIED COUNTRY,MODIFIED LATITUDE,MODIFIED LONGITUDE
MODIFIED IAN,MODIFIED BOB BAKER MEMORIAL,MODIFIED KIANA,MODIFIED AK,MODIFIED USA,MODIFIED 66.97937611,MODIFIED -160.4358597
MODIFIED IBM,MODIFIED ROBERT E. ARRAJ,MODIFIED KIMBALL,MODIFIED NE,MODIFIED USA,MODIFIED 41.18805556,MODIFIED -103.6773889
MODIFIED ICL,MODIFIED SCHENCK,MODIFIED CLARINDA,MODIFIED IA,MODIFIED USA,MODIFIED 40.72178361,MODIFIED -95.02642667
MODIFIED ICT,MODIFIED WICHITA MID-CONTINENT,MODIFIED WICHITA,MODIFIED KS,MODIFIED USA,MODIFIED 37.64995889,MODIFIED -97.43304583
MODIFIED IDA,MODIFIED IDAHO FALLS REGIONAL,MODIFIED IDAHO FALLS,MODIFIED ID,MODIFIED USA,MODIFIED 43.51455556,MODIFIED -112.0701667
MODIFIED IDI,MODIFIED INDIANA CTY/JIMMY STEWART,MODIFIED INDIANA,MODIFIED PA,MODIFIED USA,MODIFIED 40.63222222,MODIFIED -79.10552778
MODIFIED IDL,MODIFIED INDIANOLA MUNICIPAL,MODIFIED INDIANOLA,MODIFIED MS,MODIFIED USA,MODIFIED 33.48574611,MODIFIED -90.67887611
MODIFIED IDP,MODIFIED INDEPENDENCE MUNICIPAL,MODIFIED INDEPENDENCE,MODIFIED KS,MODIFIED USA,MODIFIED 37.15837222,MODIFIED -95.77838333
MODIFIED IEM,MODIFIED WHITTIER,MODIFIED WHITTIER,MODIFIED AK,MODIFIED USA,MODIFIED 60.7772125,MODIFIED -148.7215775
MODIFIED IEN,MODIFIED PINE RIDGE,MODIFIED PINE RIDGE,MODIFIED SD,MODIFIED USA,MODIFIED 43.02257694,MODIFIED -102.5110728
MODIFIED IER,MODIFIED NATCHITOCHES MUNICIPAL,MODIFIED NATCHITOCHES,MODIFIED LA,MODIFIED USA,MODIFIED 31.73572,MODIFIED -93.09913639
MODIFIED IFA,MODIFIED IOWA FALLS MUNICIPAL,MODIFIED IOWA FALLS,MODIFIED IA,MODIFIED USA,MODIFIED 42.47078639,MODIFIED -93.26995361
MODIFIED IFP,MODIFIED LAUGHLIN/BULLHEAD INTERNATIONAL,MODIFIED BULLHEAD CITY,MODIFIED AZ,MODIFIED USA,MODIFIED 35.15738889,MODIFIED -114.5595278
MODIFIED IGG,MODIFIED IGIUGIG,MODIFIED IGIUGIG,MODIFIED AK,MODIFIED USA,MODIFIED 59.32373528,MODIFIED -155.9032733
MODIFIED IGM,MODIFIED KINGMAN,MODIFIED KINGMAN,MODIFIED AZ,MODIFIED USA,MODIFIED 35.25947222,MODIFIED -113.9380556
MODIFIED IGQ,MODIFIED LANSING MUNICIPAL,MODIFIED CHICAGO/LANSING,MODIFIED IL,MODIFIED USA,MODIFIED 41.53988889,MODIFIED -87.53216667
MODIFIED IGT,MODIFIED NIGHTMUTE,MODIFIED NIGHTMUTE,MODIFIED AK,MODIFIED USA,MODIFIED 60.47032722,MODIFIED -164.6856414
MODIFIED IIB,MODIFIED INDEPENDENCE MUNICIPAL,MODIFIED INDEPENDENCE,MODIFIED IA,MODIFIED USA,MODIFIED 42.45359833,MODIFIED -91.94761833
MODIFIED IIK,MODIFIED KIPNUK,MODIFIED KIPNUK,MODIFIED AK,MODIFIED USA,MODIFIED 59.93295111,MODIFIED -164.0305131
MODIFIED IIY,MODIFIED WASHINGTON-WILKES COUNTY,MODIFIED WASHINGTON,MODIFIED GA,MODIFIED USA,MODIFIED 33.77987528,MODIFIED -82.81661639
MODIFIED IJD,MODIFIED WINDHAM,MODIFIED WILLIMANTIC,MODIFIED CT,MODIFIED USA,MODIFIED 41.74404028,MODIFIED -72.18023583
MODIFIED IJX,MODIFIED JACKSONVILLE MUNICIPAL,MODIFIED JACKSONVILLE,MODIFIED IL,MODIFIED USA,MODIFIED 39.77429694,MODIFIED -90.23856583
MODIFIED IKK,MODIFIED GREATER KANKAKEE,MODIFIED KANKAKEE,MODIFIED IL,MODIFIED USA,MODIFIED 41.07140417,MODIFIED -87.84626861
MODIFIED IKV,MODIFIED ANKENY REGIONAL,MODIFIED ANKENY,MODIFIED IA,MODIFIED USA,MODIFIED 41.69128556,MODIFIED -93.56630333
MODIFIED ILE,MODIFIED KILLEEN MUNICIPAL,MODIFIED KILLEEN,MODIFIED TX,MODIFIED USA,MODIFIED 31.08583333,MODIFIED -97.6865
MODIFIED ILG,MODIFIED NEW CASTLE COUNTY,MODIFIED WILMINGTON,MODIFIED DE,MODIFIED USA,MODIFIED 39.67872222,MODIFIED -75.60652778
MODIFIED ILI,MODIFIED ILIAMNA,MODIFIED ILIAMNA,MODIFIED AK,MODIFIED USA,MODIFIED 59.75380028,MODIFIED -154.9109597
MODIFIED ILM,MODIFIED WILMINGTON INTERNATIONAL,MODIFIED WILMINGTON,MODIFIED NC,MODIFIED USA,MODIFIED 34.27061111,MODIFIED -77.90255556
MODIFIED IML,MODIFIED IMPERIAL MUNICIPAL,MODIFIED IMPERIAL,MODIFIED NE,MODIFIED USA,MODIFIED 40.50930556,MODIFIED -101.6205278
MODIFIED IMM,MODIFIED IMMOKALEE,MODIFIED IMMOKALEE,MODIFIED FL,MODIFIED USA,MODIFIED 26.43316667,MODIFIED -81.40102778
MODIFIED IMS,MODIFIED MADISON MUNICIPAL,MODIFIED MADISON,MODIFIED IN,MODIFIED USA,MODIFIED 38.75888889,MODIFIED -85.46552778
MODIFIED IMT,MODIFIED FORD,MODIFIED IRON MOUNTAIN/KINGSFORD,MODIFIED MI,MODIFIED USA,MODIFIED 45.81835417,MODIFIED -88.1145425
MODIFIED IN03,MODIFIED INDIANAPOLIS DOWNTOWN,MODIFIED INDIANAPOLIS,MODIFIED IN,MODIFIED USA,MODIFIED 39.76587639,MODIFIED -86.148875
MODIFIED IND,MODIFIED INDIANAPOLIS INTERNATIONAL,MODIFIED INDIANAPOLIS,MODIFIED IN,MODIFIED USA,MODIFIED 39.71732917,MODIFIED -86.29438417
MODIFIED INK,MODIFIED WINKLER COUNTY,MODIFIED WINK,MODIFIED TX,MODIFIED USA,MODIFIED 31.77962833,MODIFIED -103.2013619
MODIFIED INL,MODIFIED FALLS INTERNATIONAL,MODIFIED INTERNATIONAL FALLS,MODIFIED MN,MODIFIED USA,MODIFIED 48.56618722,MODIFIED -93.40306667
MODIFIED INT,MODIFIED SMITH REYNOLDS,MODIFIED WINSTON-SALEM,MODIFIED NC,MODIFIED USA,MODIFIED 36.13372222,MODIFIED -80.222
MODIFIED INW,MODIFIED WINSLOW-LINDBERGH REGIONAL,MODIFIED WINSLOW,MODIFIED AZ,MODIFIED USA,MODIFIED 35.02191667,MODIFIED -110.7225278
MODIFIED IOB,MODIFIED MT STERLING-MONTGOMERY COUNTY,MODIFIED MOUNT STERLING,MODIFIED KY,MODIFIED USA,MODIFIED 38.05813889,MODIFIED -83.97958333
MODIFIED IOW,MODIFIED IOWA CITY MUNICIPAL,MODIFIED IOWA CITY,MODIFIED IA,MODIFIED USA,MODIFIED 41.63924389,MODIFIED -91.54650333
MODIFIED IPJ,MODIFIED LINCOLN COUNTY,MODIFIED LINCOLNTON,MODIFIED NC,MODIFIED USA,MODIFIED 35.48332889,MODIFIED -81.16125833
MODIFIED IPL,MODIFIED IMPERIAL COUNTY,MODIFIED IMPERIAL,MODIFIED CA,MODIFIED USA,MODIFIED 32.83422028,MODIFIED -115.5787456
MODIFIED IPT,MODIFIED WILLIAMSPORT-LYCOMING CTY,MODIFIED WILLIAMSPORT,MODIFIED PA,MODIFIED USA,MODIFIED 41.24183583,MODIFIED -76.92109556
MODIFIED IRK,MODIFIED KIRKSVILLE REGIONAL,MODIFIED KIRKSVILLE,MODIFIED MO,MODIFIED USA,MODIFIED 40.09364444,MODIFIED -92.54496917
MODIFIED IRS,MODIFIED KIRSCH MUNICIPAL,MODIFIED STURGIS,MODIFIED MI,MODIFIED USA,MODIFIED 41.8128725,MODIFIED -85.43906111
MODIFIED ISM,MODIFIED KISSIMMEE MUNICIPAL,MODIFIED ORLANDO,MODIFIED FL,MODIFIED USA,MODIFIED 28.28980556,MODIFIED -81.43708333
MODIFIED ISN,MODIFIED SLOULIN FIELD INTERNATIONAL,MODIFIED WILLISTON,MODIFIED ND,MODIFIED USA,MODIFIED 48.17793861,MODIFIED -103.6423467
MODIFIED ISO,MODIFIED KINSTON REGIONAL JETPORT AT STALLIN,MODIFIED KINSTON,MODIFIED NC,MODIFIED USA,MODIFIED 35.32807944,MODIFIED -77.61552611
MODIFIED ISP,MODIFIED LONG ISLAND - MACARTHUR,MODIFIED ISLIP,MODIFIED NY,MODIFIED USA,MODIFIED 40.7952425,MODIFIED -73.10021194
MODIFIED ISQ,MODIFIED SCHOOLCRAFT COUNTY,MODIFIED MANISTIQUE,MODIFIED MI,MODIFIED USA,MODIFIED 45.97464056,MODIFIED -86.17183056
MODIFIED ISW,MODIFIED ALEXANDER,MODIFIED WISCONSIN RAPIDS,MODIFIED WI,MODIFIED USA,MODIFIED 44.36033833,MODIFIED -89.83897056
MODIFIED ISZ,MODIFIED CINCINNATI-BLUE ASH,MODIFIED CINCINNATI,MODIFIED OH,MODIFIED USA,MODIFIED 39.24669444,MODIFIED -84.38897222
MODIFIED ITH,MODIFIED TOMPKINS CTY,MODIFIED ITHACA,MODIFIED NY,MODIFIED USA,MODIFIED 42.49102778,MODIFIED -76.45844444
MODIFIED ITO,MODIFIED HILO INTERNATIONAL,MODIFIED HILO,MODIFIED HI,MODIFIED USA,MODIFIED 19.72026306,MODIFIED -155.0484703
MODIFIED ITR,MODIFIED KIT CARSON COUNTY,MODIFIED BURLINGTON,MODIFIED CO,MODIFIED USA,MODIFIED 39.2425,MODIFIED -102.2853889
MODIFIED IWA,MODIFIED WILLIAMS GATEWAY,MODIFIED PHOENIX,MODIFIED AZ,MODIFIED USA,MODIFIED 33.30783333,MODIFIED -111.6554722
MODIFIED IWD,MODIFIED GOGEBIC COUNTY,MODIFIED IRONWOOD,MODIFIED MI,MODIFIED USA,MODIFIED 46.52747472,MODIFIED -90.13139667
MODIFIED IWH,MODIFIED WABASH MUNICIPAL,MODIFIED WABASH,MODIFIED IN,MODIFIED USA,MODIFIED 40.76195972,MODIFIED -85.79873417
MODIFIED IWI,MODIFIED WISCASSET,MODIFIED WISCASSET,MODIFIED ME,MODIFIED USA,MODIFIED 43.96141667,MODIFIED -69.71255556
MODIFIED IWK,MODIFIED WALES,MODIFIED WALES,MODIFIED AK,MODIFIED USA,MODIFIED 65.62394028,MODIFIED -168.0991719
MODIFIED IWS,MODIFIED WEST HOUSTON,MODIFIED HOUSTON,MODIFIED TX,MODIFIED USA,MODIFIED 29.81819444,MODIFIED -95.67261111
MODIFIED IXD,MODIFIED NEW CENTURY AIRCENTER,MODIFIED OLATHE,MODIFIED KS,MODIFIED USA,MODIFIED 38.83090472,MODIFIED -94.89030333
MODIFIED IYK,MODIFIED INYOKERN,MODIFIED INYOKERN,MODIFIED CA,MODIFIED USA,MODIFIED 35.65884306,MODIFIED -117.8295122
MODIFIED IYS,MODIFIED WASILLA,MODIFIED WASILLA,MODIFIED AK,MODIFIED USA,MODIFIED 61.57196083,MODIFIED -149.5405556
MODIFIED IZA,MODIFIED SANTA YNEZ,MODIFIED SANTA YNEZ,MODIFIED CA,MODIFIED USA,MODIFIED 34.60682028,MODIFIED -120.0755617
MODIFIED IZG,MODIFIED EASTERN SLOPES REGIONAL,MODIFIED FRYEBURG,MODIFIED ME,MODIFIED USA,MODIFIED 43.99114472,MODIFIED -70.94787444
MODIFIED JAC,MODIFIED JACKSON HOLE,MODIFIED JACKSON,MODIFIED WY,MODIFIED USA,MODIFIED 43.60732417,MODIFIED -110.7377389
MODIFIED JAN,MODIFIED JACKSON INTERNATIONAL,MODIFIED JACKSON,MODIFIED MS,MODIFIED USA,MODIFIED 32.31116667,MODIFIED -90.07588889
MODIFIED JAS,MODIFIED JASPER COUNTY -BELL,MODIFIED JASPER,MODIFIED TX,MODIFIED USA,MODIFIED 30.89058333,MODIFIED -94.03483333
MODIFIED JAU,MODIFIED CAMPBELL COUNTY,MODIFIED JACKSBORO,MODIFIED TN,MODIFIED USA,MODIFIED 36.33457556,MODIFIED -84.16234472
MODIFIED JAX,MODIFIED JACKSONVILLE INTERNATIONAL,MODIFIED JACKSONVILLE,MODIFIED FL,MODIFIED USA,MODIFIED 30.49405556,MODIFIED -81.68786111
MODIFIED JBR,MODIFIED JONESBORO MUNICIPAL,MODIFIED JONESBORO,MODIFIED AR,MODIFIED USA,MODIFIED 35.83186111,MODIFIED -90.64616667
MODIFIED JCT,MODIFIED KIMBLE COUNTY,MODIFIED JUNCTION,MODIFIED TX,MODIFIED USA,MODIFIED 30.51126,MODIFIED -99.76345528
MODIFIED JDN,MODIFIED JORDAN,MODIFIED JORDAN,MODIFIED MT,MODIFIED USA,MODIFIED 47.33333417,MODIFIED -106.9339564
MODIFIED JEF,MODIFIED JEFFERSON CITY MEMORIAL,MODIFIED JEFFERSON CITY,MODIFIED MO,MODIFIED USA,MODIFIED 38.59117917,MODIFIED -92.15614389
MODIFIED JER,MODIFIED JEROME COUNTY,MODIFIED JEROME,MODIFIED ID,MODIFIED USA,MODIFIED 42.72663639,MODIFIED -114.4571506
MODIFIED JES,MODIFIED JESUP-WAYNE COUNTY,MODIFIED JESUP,MODIFIED GA,MODIFIED USA,MODIFIED 31.55408333,MODIFIED -81.88344444
MODIFIED JFK,MODIFIED JOHN F KENNEDY INTL,MODIFIED NEW YORK,MODIFIED NY,MODIFIED USA,MODIFIED 40.63975111,MODIFIED -73.77892556
MODIFIED JFX,MODIFIED WALKER COUNTY,MODIFIED JASPER,MODIFIED AL,MODIFIED USA,MODIFIED 33.90199528,MODIFIED -87.31416639
MODIFIED JHM,MODIFIED KAPALUA,MODIFIED LAHAINA,MODIFIED HI,MODIFIED USA,MODIFIED 20.96293639,MODIFIED -156.6730317
MODIFIED JHW,MODIFIED CHAUTAUQUA CTY,MODIFIED JAMESTOWN,MODIFIED NY,MODIFIED USA,MODIFIED 42.15336861,MODIFIED -79.258035
MODIFIED JKA,MODIFIED JACK EDWARDS,MODIFIED GULF SHORES,MODIFIED AL,MODIFIED USA,MODIFIED 30.28951667,MODIFIED -87.67371472
MODIFIED JKJ,MODIFIED MOORHEAD MUNICIPAL,MODIFIED MOORHEAD,MODIFIED MN,MODIFIED USA,MODIFIED 46.83919194,MODIFIED -96.66313028
MODIFIED JKL,MODIFIED JULIAN CARROLL,MODIFIED JACKSON,MODIFIED KY,MODIFIED USA,MODIFIED 37.59386111,MODIFIED -83.31725
MODIFIED JLN,MODIFIED JOPLIN REGIONAL,MODIFIED JOPLIN,MODIFIED MO,MODIFIED USA,MODIFIED 37.15181361,MODIFIED -94.49826833
MODIFIED JMR,MODIFIED MORA MUNICIPAL,MODIFIED MORA,MODIFIED MN,MODIFIED USA,MODIFIED 45.88609722,MODIFIED -93.27177833
MODIFIED JMS,MODIFIED JAMESTOWN MUNICIPAL,MODIFIED JAMESTOWN,MODIFIED ND,MODIFIED USA,MODIFIED 46.92971944,MODIFIED -98.67819528
MODIFIED JNU,MODIFIED JUNEAU INTERNATIONAL,MODIFIED JUNEAU,MODIFIED AK,MODIFIED USA,MODIFIED 58.35496194,MODIFIED -134.5762764
MODIFIED JNX,MODIFIED JOHNSTON COUNTY,MODIFIED SMITHFIELD,MODIFIED NC,MODIFIED USA,MODIFIED 35.54094139,MODIFIED -78.39032944
MODIFIED JOT,MODIFIED JOLIET PARK DISTRICT,MODIFIED CHICAGO/JOLIET,MODIFIED IL,MODIFIED USA,MODIFIED 41.51805833,MODIFIED -88.17525583
MODIFIED JQF,MODIFIED CONCORD REGIONAL,MODIFIED CONCORD,MODIFIED NC,MODIFIED USA,MODIFIED 35.38520694,MODIFIED -80.70971389
MODIFIED JRA,MODIFIED PORT AUTHORITY-W 30TH ST MIDTOWN HELIPORT,MODIFIED NEW YORK,MODIFIED NY,MODIFIED USA,MODIFIED 40.75454583,MODIFIED -74.00708389
MODIFIED JRB,MODIFIED DOWNTOWN MANHATTAN/WALL ST. HELIPORT,MODIFIED NEW YORK,MODIFIED NY,MODIFIED USA,MODIFIED 40.70121361,MODIFIED -74.00902833
MODIFIED JRF,MODIFIED KALAELOA (JOHN RODGERS),MODIFIED KAPOLEI,MODIFIED HI,MODIFIED USA,MODIFIED 21.30735389,MODIFIED -158.0703017
MODIFIED JSO,MODIFIED JACKSONVILLE-CHEROKEE COUNTY,MODIFIED JACKSONVILLE,MODIFIED TX,MODIFIED USA,MODIFIED 31.86933667,MODIFIED -95.21739028
MODIFIED JST,MODIFIED JOHNSTOWN-CAMBRIA CTY,MODIFIED JOHNSTOWN,MODIFIED PA,MODIFIED USA,MODIFIED 40.31611111,MODIFIED -78.83394444
MODIFIED JVL,MODIFIED ROCK COUNTY,MODIFIED JANESVILLE,MODIFIED WI,MODIFIED USA,MODIFIED 42.61958222,MODIFIED -89.04034028
MODIFIED JVY,MODIFIED CLARK COUNTY,MODIFIED JEFFERSONVILLE,MODIFIED IN,MODIFIED USA,MODIFIED 38.36562278,MODIFIED -85.73829639
MODIFIED JWG,MODIFIED WATONGA,MODIFIED WATONGA,MODIFIED OK,MODIFIED USA,MODIFIED 35.86469444,MODIFIED -98.42075
MODIFIED JWN,MODIFIED JOHN C. TUNE,MODIFIED NASHVILLE,MODIFIED TN,MODIFIED USA,MODIFIED 36.18236194,MODIFIED -86.88672278
MODIFIED JXN,MODIFIED JACKSON COUNTY REYNOLDS,MODIFIED JACKSON,MODIFIED MI,MODIFIED USA,MODIFIED 42.25978556,MODIFIED -84.45940361
MODIFIED JYG,MODIFIED ST JAMES MUNICIPAL,MODIFIED ST JAMES,MODIFIED MN,MODIFIED USA,MODIFIED 43.98631833,MODIFIED -94.55793722
MODIFIED JYL,MODIFIED PLANTATION AIRPARK,MODIFIED SYLVANIA,MODIFIED GA,MODIFIED USA,MODIFIED 32.64544861,MODIFIED -81.59649722
MODIFIED JYM,MODIFIED HILLSDALE MUNICIPAL,MODIFIED HILLSDALE,MODIFIED MI,MODIFIED USA,MODIFIED 41.92126083,MODIFIED -84.5857625
MODIFIED JYO,MODIFIED LEESBURG EXECUTIVE,MODIFIED LEESBURG,MODIFIED VA,MODIFIED USA,MODIFIED 39.07797222,MODIFIED -77.5575
MODIFIED JYR,MODIFIED MUNICIPAL,MODIFIED YORK,MODIFIED NE,MODIFIED USA,MODIFIED 40.89675,MODIFIED -97.62277778
MODIFIED JZI,MODIFIED CHARLESTON EXECUTIVE,MODIFIED CHARLESTON,MODIFIED SC,MODIFIED USA,MODIFIED 32.70086111,MODIFIED -80.00291667
MODIFIED JZP,MODIFIED PICKENS COUNTY,MODIFIED JASPER,MODIFIED GA,MODIFIED USA,MODIFIED 34.45147972,MODIFIED -84.45659278
MODIFIED JZZ,MODIFIED KOLIGANEK,MODIFIED KOLIGANEK,MODIFIED AK,MODIFIED USA,MODIFIED 59.72664194,MODIFIED -157.2594722
MODIFIED K01,MODIFIED FARINGTON,MODIFIED AUBURN,MODIFIED NE,MODIFIED USA,MODIFIED 40.38750167,MODIFIED -95.78916167
MODIFIED K02,MODIFIED PERRYVILLE MUNICIPAL,MODIFIED PERRYVILLE,MODIFIED MO,MODIFIED USA,MODIFIED 37.86866667,MODIFIED -89.86213889
MODIFIED K06,MODIFIED GREATER BEARDSTOWN,MODIFIED BEARDSTOWN,MODIFIED IL,MODIFIED USA,MODIFIED 39.97338139,MODIFIED -90.40373556
MODIFIED K09,MODIFIED PISECO MUNI,MODIFIED PISECO,MODIFIED NY,MODIFIED USA,MODIFIED 43.45340222,MODIFIED -74.51765083
MODIFIED K15,MODIFIED LINN CREEK-GRAND GLAIZE MEMORIAL,MODIFIED OSAGE BEACH,MODIFIED MO,MODIFIED USA,MODIFIED 38.11045,MODIFIED -92.68054583
MODIFIED K20,MODIFIED WENDELL H. FORD,MODIFIED HAZARD,MODIFIED KY,MODIFIED USA,MODIFIED 37.38783833,MODIFIED -83.26205889
MODIFIED K22,MODIFIED BIG SANDY REGIONAL,MODIFIED PRESTONBURG,MODIFIED KY,MODIFIED USA,MODIFIED 37.75102778,MODIFIED -82.63669444
MODIFIED K24,MODIFIED RUSSELL COUNTY,MODIFIED JAMESTOWN,MODIFIED KY,MODIFIED USA,MODIFIED 37.00888889,MODIFIED -85.10277778
MODIFIED K29,MODIFIED COUNCIL,MODIFIED COUNCIL,MODIFIED AK,MODIFIED USA,MODIFIED 64.89788278,MODIFIED -163.7034472
MODIFIED K33,MODIFIED SALEM MEMORIAL,MODIFIED SALEM,MODIFIED MO,MODIFIED USA,MODIFIED 37.61523333,MODIFIED -91.60444167
MODIFIED K34,MODIFIED MUNICIPAL,MODIFIED GARDNER,MODIFIED KS,MODIFIED USA,MODIFIED 38.80708333,MODIFIED -94.95602778
MODIFIED K39,MODIFIED ST CLAIR MEMORIAL,MODIFIED ST CLAIR,MODIFIED MO,MODIFIED USA,MODIFIED 38.37594333,MODIFIED -90.97073944
MODIFIED K46,MODIFIED BLAIR MUNICIPAL,MODIFIED BLAIR,MODIFIED NE,MODIFIED USA,MODIFIED 41.41805139,MODIFIED -96.1136275
MODIFIED K54,MODIFIED TELLER,MODIFIED TELLER,MODIFIED AK,MODIFIED USA,MODIFIED 65.24089806,MODIFIED -166.3360067
MODIFIED K57,MODIFIED GOULD PETERSON MUNICIPAL,MODIFIED TARKIO,MODIFIED MO,MODIFIED USA,MODIFIED 40.44583139,MODIFIED -95.36275806
MODIFIED K59,MODIFIED AMELIA EARHART,MODIFIED ATCHISON,MODIFIED KS,MODIFIED USA,MODIFIED 39.57052472,MODIFIED -95.18033139
MODIFIED K61,MODIFIED MORITZ MEMORIAL,MODIFIED BELOIT,MODIFIED KS,MODIFIED USA,MODIFIED 39.47115222,MODIFIED -98.12878389
MODIFIED K62,MODIFIED FALMOUTH PENDLETON COUNTY,MODIFIED FALMOUTH,MODIFIED KY,MODIFIED USA,MODIFIED 38.70423611,MODIFIED -84.39160417
MODIFIED K67,MODIFIED OSWEGO MUNICIPAL,MODIFIED OSWEGO,MODIFIED KS,MODIFIED USA,MODIFIED 37.15978667,MODIFIED -95.04246222
MODIFIED K68,MODIFIED GARNETT MUNICIPAL,MODIFIED GARNETT,MODIFIED KS,MODIFIED USA,MODIFIED 38.27918833,MODIFIED -95.21691833
MODIFIED K78,MODIFIED ABILENE MUNICIPAL,MODIFIED ABILENE.,MODIFIED KS,MODIFIED USA,MODIFIED 38.90405583,MODIFIED -97.23585389
MODIFIED K81,MODIFIED MIAMI COUNTY,MODIFIED PAOLA,MODIFIED KS,MODIFIED USA,MODIFIED 38.53751389,MODIFIED -94.92524194
MODIFIED K82,MODIFIED SMITH CENTER MUNICIPAL,MODIFIED SMITH CENTER,MODIFIED KS,MODIFIED USA,MODIFIED 39.76112278,MODIFIED -98.79343639
MODIFIED K83,MODIFIED SABETHA MUNICIPAL,MODIFIED SABETHA,MODIFIED KS,MODIFIED USA,MODIFIED 39.90416667,MODIFIED -95.7794325
MODIFIED K88,MODIFIED ALLEN COUNTY,MODIFIED IOLA,MODIFIED KS,MODIFIED USA,MODIFIED 37.87008333,MODIFIED -95.38638889
MODIFIED K89,MODIFIED MACON-FOWER MEMORIAL,MODIFIED MACON,MODIFIED MO,MODIFIED USA,MODIFIED 39.72870694,MODIFIED -92.464455
MODIFIED K96,MODIFIED TUSCOLA,MODIFIED TUSCOLA,MODIFIED IL,MODIFIED USA,MODIFIED 39.78086528,MODIFIED -88.30616
MODIFIED KAE,MODIFIED KAKE SPB,MODIFIED KAKE,MODIFIED AK,MODIFIED USA,MODIFIED 56.97299639,MODIFIED -133.9456147
MODIFIED KAL,MODIFIED KALTAG,MODIFIED KALTAG,MODIFIED AK,MODIFIED USA,MODIFIED 64.32571917,MODIFIED -158.7441475
MODIFIED KCC,MODIFIED COFFMAN COVE SPB,MODIFIED COFFMAN COVE,MODIFIED AK,MODIFIED USA,MODIFIED 56.00324444,MODIFIED -132.8419689
MODIFIED KCL,MODIFIED CHIGNIK LAGOON,MODIFIED CHIGNIK FLATS,MODIFIED AK,MODIFIED USA,MODIFIED 56.31116306,MODIFIED -158.5359264
MODIFIED KEB,MODIFIED ENGLISH BAY,MODIFIED ENGLISH BAY,MODIFIED AK,MODIFIED USA,MODIFIED 59.35214833,MODIFIED -151.9251558
MODIFIED KEK,MODIFIED EKWOK,MODIFIED EKWOK,MODIFIED AK,MODIFIED USA,MODIFIED 59.35399444,MODIFIED -157.4744092
MODIFIED KFP,MODIFIED FALSE PASS,MODIFIED FALSE PASS,MODIFIED AK,MODIFIED USA,MODIFIED 54.84744583,MODIFIED -163.4103222
MODIFIED KGX,MODIFIED GRAYLING,MODIFIED GRAYLING,MODIFIED AK,MODIFIED USA,MODIFIED 62.89456056,MODIFIED -160.0649042
MODIFIED KIB,MODIFIED IVANOF BAY SPB,MODIFIED IVANOF BAY,MODIFIED AK,MODIFIED USA,MODIFIED 55.89753333,MODIFIED -159.4886689
MODIFIED KIC,MODIFIED MESA DEL REY,MODIFIED KING CITY,MODIFIED CA,MODIFIED USA,MODIFIED 36.22802139,MODIFIED -121.1218614
MODIFIED KKA,MODIFIED KOYUK,MODIFIED KOYUK,MODIFIED AK,MODIFIED USA,MODIFIED 64.93404056,MODIFIED -161.158145
MODIFIED KKB,MODIFIED KITOI BAY SPB,MODIFIED KITOI BAY,MODIFIED AK,MODIFIED USA,MODIFIED 58.19094611,MODIFIED -152.3704875
MODIFIED KLG,MODIFIED KALSKAG,MODIFIED KALSKAG,MODIFIED AK,MODIFIED USA,MODIFIED 61.53627389,MODIFIED -160.3413306
MODIFIED KLL,MODIFIED LEVELOCK,MODIFIED LEVELOCK,MODIFIED AK,MODIFIED USA,MODIFIED 59.11816472,MODIFIED -156.8652169
MODIFIED KLS,MODIFIED KELSO-LONGVIEW,MODIFIED KELSO,MODIFIED WA,MODIFIED USA,MODIFIED 46.118,MODIFIED -122.8983889
MODIFIED KNB,MODIFIED KANAB MUNI,MODIFIED KANAB,MODIFIED UT,MODIFIED USA,MODIFIED 37.01110583,MODIFIED -112.5311936
MODIFIED KNW,MODIFIED STUYAHOK,MODIFIED NEW STUYAHOK,MODIFIED AK,MODIFIED USA,MODIFIED 59.44955333,MODIFIED -157.3271908
MODIFIED KOA,MODIFIED KONA INTERNATIONAL AT KEAHOLE,MODIFIED KAILUA/KONA,MODIFIED HI,MODIFIED USA,MODIFIED 19.73876583,MODIFIED -156.0456314
MODIFIED KPB,MODIFIED POINT BAKER SPB,MODIFIED POINT BAKER,MODIFIED AK,MODIFIED USA,MODIFIED 56.35185972,MODIFIED -133.6225864
MODIFIED KPH,MODIFIED PAULOFF HARBOR SPB,MODIFIED PAULOFF HARBOR,MODIFIED AK,MODIFIED USA,MODIFIED 54.45912028,MODIFIED -162.6936406
MODIFIED KQA,MODIFIED AKUTAN SPB,MODIFIED AKUTAN,MODIFIED AK,MODIFIED USA,MODIFIED 54.13246694,MODIFIED -165.7853111
MODIFIED KSM,MODIFIED ST. MARY'S,MODIFIED ST. MARY'S,MODIFIED AK,MODIFIED USA,MODIFIED 62.06048639,MODIFIED -163.3021108
MODIFIED KTB,MODIFIED THORNE BAY,MODIFIED THORNE BAY,MODIFIED AK,MODIFIED USA,MODIFIED 55.68796194,MODIFIED -132.5366758
MODIFIED KTN,MODIFIED KETCHIKAN INTERNATIONAL,MODIFIED KETCHIKAN,MODIFIED AK,MODIFIED USA,MODIFIED 55.35556861,MODIFIED -131.71374
